korean,stem,createdDate,english,hanja,lastUpdated,order_id,storyList
순박하,순박하다 ,{'$date': {'$numberLong': '1599430742443'}},"be simple, down to earth",淳朴,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 396},['5f53fc3cceceb9573eaf8788']
농꾼,농꾼 ,{'$date': {'$numberLong': '1599430742443'}},farmers,農-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 397},['5f53fc3cceceb9573eaf8788']
발견,발견 ,{'$date': {'$numberLong': '1599430742443'}},discovery,發見,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 398},['5f53fc3cceceb9573eaf8788']
횡재하,횡재하다 ,{'$date': {'$numberLong': '1599430742443'}},come into a windfall or unexpected fortune,橫財,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 399},['5f53fc3cceceb9573eaf8788']
해방,해방 ,{'$date': {'$numberLong': '1599430742443'}},liberation of Korea (from the Japanese occupation),解放,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 400},['5f53fc3cceceb9573eaf8788']
실제,실제 ,{'$date': {'$numberLong': '1599430742443'}},in reality,實際,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 401},['5f53fc3cceceb9573eaf8788']
증명하,증명하다 ,{'$date': {'$numberLong': '1599430742443'}},prove,證明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 402},['5f53fc3cceceb9573eaf8788']
신문사,신문사 ,{'$date': {'$numberLong': '1599430742443'}},newspaper company,新聞社,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 403},['5f53fc3cceceb9573eaf8788']
물론,물론 ,{'$date': {'$numberLong': '1599430742443'}},"of course, goes without saying",勿論,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 404},['5f53fc3cceceb9573eaf8788']
대학,대학 ,{'$date': {'$numberLong': '1599430742443'}},university,大學,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 405},['5f53fc3cceceb9573eaf8788']
단체,단체 ,{'$date': {'$numberLong': '1599430742443'}},"group, organization",單體,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 406},['5f53fc3cceceb9573eaf8788']
혈안이 되,혈안,{'$date': {'$numberLong': '1599430742443'}},"get excited, frantic, desperate",이,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 407},['5f53fc3cceceb9573eaf8788']
사실,사실 ,{'$date': {'$numberLong': '1599430742443'}},fact; in fact,事實,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 408},['5f53fc3cceceb9573eaf8788']
금광,금광 ,{'$date': {'$numberLong': '1599430742443'}},gold mine,金鑛,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 409},['5f53fc3cceceb9573eaf8788']
떠들,떠들다 ,{'$date': {'$numberLong': '1599430742443'}},"raise a clamour, make a noise",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 410},['5f53fc3cceceb9573eaf8788']
덧붙이,덧붙이다 ,{'$date': {'$numberLong': '1599430742443'}},add,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 411},['5f53fc3cceceb9573eaf8788']
가짜,가짜 ,{'$date': {'$numberLong': '1599430742443'}},"fake, sham",假-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 412},['5f53fc3cceceb9573eaf8788']
빛내,빛내다 ,{'$date': {'$numberLong': '1599430742443'}},"make (a thing) shine, sparkle",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 413},['5f53fc3cceceb9573eaf8788']
쳐다보,쳐다보다 ,{'$date': {'$numberLong': '1599430742443'}},"look at, stare at",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 414},['5f53fc3cceceb9573eaf8788']
소동,소동 ,{'$date': {'$numberLong': '1599430742443'}},"uproar, upheaval, commotion",騷動,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 415},['5f53fc3cceceb9573eaf8788']
확인되,확인되다 ,{'$date': {'$numberLong': '1599430742443'}},be/get confirmed,確認,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 416},['5f53fc3cceceb9573eaf8788']
야단법석,야단법석 ,{'$date': {'$numberLong': '1599430742443'}},"a boisterous merrymaking, fuss, commotion",惹端法席,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 417},['5f53fc3cceceb9573eaf8788']
이루,이루다 ,{'$date': {'$numberLong': '1599430742443'}},"achieve, accomplish",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 418},['5f53fc3cceceb9573eaf8788']
엄청나,엄청나다,{'$date': {'$numberLong': '1599430742443'}},"be huge, enormous",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 419},['5f53fc3cceceb9573eaf8788']
신빙성,신빙성 ,{'$date': {'$numberLong': '1599430742443'}},"reliability, credibility",信憑性,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 420},['5f53fc3cceceb9573eaf8788']
높이,높이다 ,{'$date': {'$numberLong': '1599430742443'}},"heighten, make higher",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 421},['5f53fc3cceceb9573eaf8788']
예전에,예전에,{'$date': {'$numberLong': '1599430742443'}},"earlier, in the past",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 422},['5f53fc3cceceb9573eaf8788']
신문 기자,신문 기자 ,{'$date': {'$numberLong': '1599430742443'}},"journalist, reporter",新聞記者,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 423},['5f53fc3cceceb9573eaf8788']
전력,전력 ,{'$date': {'$numberLong': '1599430742443'}},"past record, personal history",前歷,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 424},['5f53fc3cceceb9573eaf8788']
늘어 놓,늘어 놓다 ,{'$date': {'$numberLong': '1599430742443'}},"dwell on, enumerate, list",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 425},['5f53fc3cceceb9573eaf8788']
당겨 앉,당겨 앉다 ,{'$date': {'$numberLong': '1599430742443'}},sit closer,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 426},['5f53fc3cceceb9573eaf8788']
나서,나서다 ,{'$date': {'$numberLong': '1599430742443'}},"come forth, step forward, assert oneself",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 427},['5f53fc3cceceb9573eaf8788']
당장,당장 ,{'$date': {'$numberLong': '1599430742443'}},"immediately, right away",當場,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 428},['5f53fc3cceceb9573eaf8788']
때려치우,때려치우다 ,{'$date': {'$numberLong': '1599430742443'}},"abandon, quit",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 429},['5f53fc3cceceb9573eaf8788']
따라나서,따라나서다 ,{'$date': {'$numberLong': '1599430742443'}},follow behind,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 430},['5f53fc3cceceb9573eaf8788']
기분,기분 ,{'$date': {'$numberLong': '1599430742443'}},"mood, inclination",氣分,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 431},['5f53fc3cceceb9573eaf8788']
좇,좇다 ,{'$date': {'$numberLong': '1599430742443'}},"follow, run after",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 432},['5f53fc3cceceb9573eaf8788']
넉넉,넉넉,{'$date': {'$numberLong': '1599430742443'}},by a conservative/generous estimate,히,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 433},['5f53fc3cceceb9573eaf8788']
길목,길목 ,{'$date': {'$numberLong': '1599430742443'}},"turn, corner; crossing in the road",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 434},['5f53fc3cceceb9573eaf8788']
지키,지키다 ,{'$date': {'$numberLong': '1599430742443'}},"guard, watch over",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 435},['5f53fc3cceceb9573eaf8788']
무성하,무성하다 ,{'$date': {'$numberLong': '1599430742443'}},"be thick (forest), close grown",茂盛,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 436},['5f53fc3cceceb9573eaf8788']
산길,산길 [-낄] ,{'$date': {'$numberLong': '1599430742443'}},mountain path,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 437},['5f53fc3cceceb9573eaf8788']
더듬,더듬다 ,{'$date': {'$numberLong': '1599430742443'}},"grope (for), fumble (for)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 438},['5f53fc3cceceb9573eaf8788']
농사일,농사일 ,{'$date': {'$numberLong': '1599430742443'}},"farming, farming duties",農事-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 439},['5f53fc3cceceb9573eaf8788']
몰이,몰이 ,{'$date': {'$numberLong': '1599430742443'}},"chase, hunt",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 440},['5f53fc3cceceb9573eaf8788']
전해,전해 ,{'$date': {'$numberLong': '1599430742443'}},previous/preceding year,前-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 441},['5f53fc3cceceb9573eaf8788']
일인,일인 ,{'$date': {'$numberLong': '1599430742443'}},Japanese person,日人,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 442},['5f53fc3cceceb9573eaf8788']
포수,포수 ,{'$date': {'$numberLong': '1599430742443'}},hunter,捕手,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 443},['5f53fc3cceceb9573eaf8788']
더불어,X와 더불어 ,{'$date': {'$numberLong': '1599430742443'}},along/together with X,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 444},['5f53fc3cceceb9573eaf8788']
추수,추수 ,{'$date': {'$numberLong': '1599430742443'}},"autumn harvest, harvest gathering",秋收,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 445},['5f53fc3cceceb9573eaf8788']
따라잡,따라잡다 ,{'$date': {'$numberLong': '1599430742443'}},"overtake, catch up to",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 446},['5f53fc3cceceb9573eaf8788']
앞서서,앞서다 ,{'$date': {'$numberLong': '1599430742443'}},go ahead of,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 447},['5f53fc3cceceb9573eaf8788']
읍내,읍내 ,{'$date': {'$numberLong': '1599430742443'}},in the town; town,邑內,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 448},['5f53fc3cceceb9573eaf8788']
가죽,가죽 ,{'$date': {'$numberLong': '1599430742443'}},"skin, hide (animal)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 449},['5f53fc3cceceb9573eaf8788']
나누,나누다 ,{'$date': {'$numberLong': '1599430742443'}},"divide, share",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 450},['5f53fc3cceceb9573eaf8788']
훤하,훤하다 ,{'$date': {'$numberLong': '1599430742443'}},"be well known, open, obvious",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 451},['5f53fc3cceceb9573eaf8788']
잡히,잡히다 ,{'$date': {'$numberLong': '1599430742443'}},be/get caught,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 452},['5f53fc3cceceb9573eaf8788']
신바람,신바람,{'$date': {'$numberLong': '1599430742443'}},"be in exulted spirits, feel elated",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 453},['5f53fc3cceceb9573eaf8788']
찾아오,찾아오다 ,{'$date': {'$numberLong': '1599430742443'}},come looking for,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 454},['5f53fc3cceceb9573eaf8788']
약속,약속 ,{'$date': {'$numberLong': '1599430742443'}},promise,約束,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 455},['5f53fc3cceceb9573eaf8788']
포수,포수 ,{'$date': {'$numberLong': '1599430742443'}},hunter,捕手,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 456},['5f53fc3cceceb9573eaf8788']
대신,대신 ,{'$date': {'$numberLong': '1599430742443'}},instead of,代身,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 457},['5f53fc3cceceb9573eaf8788']
사진 기자,사진 기자 ,{'$date': {'$numberLong': '1599430742443'}},photographer,寫眞記者,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 458},['5f53fc3cceceb9573eaf8788']
데리고 오,데리고 오다 ,{'$date': {'$numberLong': '1599430742443'}},"take along, come accompanied by, bring someone",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 459},['5f53fc3cceceb9573eaf8788']
수다,수다 ,{'$date': {'$numberLong': '1599430742443'}},"chattiness, garrulity, chatting",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 460},['5f53fc3cceceb9573eaf8788']
눈빛,눈빛 [-삗],{'$date': {'$numberLong': '1599430742443'}},spark / glare in the eyes,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 461},['5f53fc3cceceb9573eaf8788']
남빛,남빛 ,{'$date': {'$numberLong': '1599430742443'}},navy blue,藍,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 462},['5f53fc3cceceb9573eaf8788']
준령,준령 ,{'$date': {'$numberLong': '1599430742443'}},steep mountain pass,峻嶺,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 463},['5f53fc3cceceb9573eaf8788']
창창하,창창하다 ,{'$date': {'$numberLong': '1599430742443'}},be thick (forest),蒼蒼,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 464},['5f53fc3cceceb9573eaf8788']
숲,숲 ,{'$date': {'$numberLong': '1599430742443'}},forest,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 465},['5f53fc3cceceb9573eaf8788']
거듭,거듭 ,{'$date': {'$numberLong': '1599430742443'}},repeatedly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 466},['5f53fc3cceceb9573eaf8788']
발하,발하다 ,{'$date': {'$numberLong': '1599430742443'}},"radiate, emit, give forth (light)",發,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 467},['5f53fc3cceceb9573eaf8788']
고함,고함 ,{'$date': {'$numberLong': '1599430742443'}},"shout, yell, howl",高喊,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 468},['5f53fc3cceceb9573eaf8788']
쫓기,쫓기다 ,{'$date': {'$numberLong': '1599430742443'}},be/get chased,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 469},['5f53fc3cceceb9573eaf8788']
치닫,치닫다 ,{'$date': {'$numberLong': '1599430742443'}},run forward (with great force/speed),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 470},['5f53fc3cceceb9573eaf8788']
모습,모습 ,{'$date': {'$numberLong': '1599430742443'}},"shape, form, appearance",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 471},['5f53fc3cceceb9573eaf8788']
순간,순간 ,{'$date': {'$numberLong': '1599430742443'}},"moment, instant",瞬間,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 472},['5f53fc3cceceb9573eaf8788']
떠올리,떠올리다 ,{'$date': {'$numberLong': '1599430742443'}},"conjure up, bring to mind",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 473},['5f53fc3cceceb9573eaf8788']
분명하,분명하다 ,{'$date': {'$numberLong': '1599430742443'}},"be clear, distinct, obvious, apparent",分明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 474},['5f53fc3cceceb9573eaf8788']
잊,잊다 ,{'$date': {'$numberLong': '1599430742443'}},forget,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 475},['5f53fc3cceceb9573eaf8788']
갑,갑 ,{'$date': {'$numberLong': '1599430742443'}},pack; packet; counter for cigarette packs,匣,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 476},['5f53fc3cceceb9573eaf8788']
피우,피우다 ,{'$date': {'$numberLong': '1599430742443'}},"smoke (cigarettes, cigars)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 477},['5f53fc3cceceb9573eaf8788']
번역,번역일 [-닐] ,{'$date': {'$numberLong': '1599430742443'}},translation work,飜譯,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 478},['5f53fc3cceceb9573eaf8788']
의사,의사 ,{'$date': {'$numberLong': '1599430742443'}},"mind, intention",意思,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 479},['5f53fc3cceceb9573eaf8788']
하등,하등 ,{'$date': {'$numberLong': '1599430742443'}},"not at all, not in any way",何等,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 480},['5f53fc3cceceb9573eaf8788']
상관없,상관없다 ,{'$date': {'$numberLong': '1599430742443'}},have no connection/no relation,相關,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 481},['5f53fc3cceceb9573eaf8788']
원고,원고 ,{'$date': {'$numberLong': '1599430742443'}},manuscript,原稿,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 482},['5f53fc3cceceb9573eaf8788']
뭉치,뭉치 ,{'$date': {'$numberLong': '1599430742443'}},bundle,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 483},['5f53fc3cceceb9573eaf8788']
출판사,출판사 ,{'$date': {'$numberLong': '1599430742443'}},publishing company,出版社,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 484},['5f53fc3cceceb9573eaf8788']
넘기,넘기다 ,{'$date': {'$numberLong': '1599430742443'}},"pass on to, hand over",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 485},['5f53fc3cceceb9573eaf8788']
쳐지,치다 ,{'$date': {'$numberLong': '1599430742443'}},"calculate, reckon; assign a value to",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 486},['5f53fc3cceceb9573eaf8788']
고료,고료 ,{'$date': {'$numberLong': '1599430742443'}},manuscript fee,稿料,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 487},['5f53fc3cceceb9573eaf8788']
넉넉하,넉넉하다 ,{'$date': {'$numberLong': '1599430742443'}},"be plentiful, ample, enough",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 488},['5f53fc3cceceb9573eaf8788']
자태,자태 ,{'$date': {'$numberLong': '1599430742443'}},"appearance, pose",姿態,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 489},['5f53fc3cceceb9573eaf8788']
꿈결,꿈결 [–껼] ,{'$date': {'$numberLong': '1599430742443'}},dream,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 490},['5f53fc3cceceb9573eaf8788']
전신,전신 ,{'$date': {'$numberLong': '1599430742443'}},"the whole body, the whole frame, one’s entire being",全身,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 491},['5f53fc3cceceb9573eaf8788']
흥건히,흥건히 ,{'$date': {'$numberLong': '1599430742443'}},"to be full of water, to have too much liquid",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 492},['5f53fc3cceceb9573eaf8788']
적시,적시다 ,{'$date': {'$numberLong': '1599430742443'}},"drench, soak, wet to the full",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 493},['5f53fc3cceceb9573eaf8788']
육교,육교 ,{'$date': {'$numberLong': '1599430742443'}},pedestrian overpass,陸橋,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 494},['5f53fc3cceceb9573eaf8788']
오르,오르다 ,{'$date': {'$numberLong': '1599430742443'}},"ascend, climb",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 495},['5f53fc3cceceb9573eaf8788']
시달리,시달리다 ,{'$date': {'$numberLong': '1599430742443'}},"be harried by; suffer, undergo hardship",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 496},['5f53fc3cceceb9573eaf8788']
행인,행인 ,{'$date': {'$numberLong': '1599430742443'}},"passerby, pedestrian",行人,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 497},['5f53fc3cceceb9573eaf8788']
어깨,어깨 ,{'$date': {'$numberLong': '1599430742443'}},shoulder,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 498},['5f53fc3cceceb9573eaf8788']
부딪치,부딪치다 ,{'$date': {'$numberLong': '1599430742443'}},collide with,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 499},['5f53fc3cceceb9573eaf8788']
